31,Lich,3,201241,737.0,Support,14,12,28,10,2012,October
48,Luna,3,201241,1314.0,Carry,17,23,22,10,2012,October
49,Dragon Knight,3,201241,1022.0,Carry,10,16,11,10,2012,October
63,Weaver,3,201241,1009.0,Carry,19,15,27,10,2012,October
28,Slardar,3,201241,1002.0,Carry,9,19,21,10,2012,October
44,Phantom Assassin,2,201241,934.0,Carry,15,9,20,10,2012,October
34,Tinker,2,201241,638.0,Carry,8,13,9,10,2012,October
90,Keeper of the Light,2,201241,703.0,Semi-Carry,9,12,26,10,2012,October
9,Mirana,2,201241,846.0,Carry,15,8,20,10,2012,October
69,Doom Bringer,2,201241,1502.0,Carry,23,12,33,10,2012,October
73,Alchemist,2,201241,1438.0,Carry,17,10,28,10,2012,October
3,Bane,2,201241,453.0,Support,7,7,11,10,2012,October
32,Riki,2,201241,639.0,Carry,12,18,11,10,2012,October
51,Clockwerk,1,201241,208.0,Semi-Carry,1,10,8,10,2012,October
76,Outworld Destroyer,1,201241,302.0,Carry,1,5,0,10,2012,October
12,Phantom Lancer,1,201241,369.0,Carry,1,8,6,10,2012,October
57,Omni Knight,1,201241,350.0,Support,4,5,7,10,2012,October
68,Ancient Apparition,1,201241,184.0,Support,2,11,8,10,2012,October
15,Razor,1,201241,567.0,Carry,12,4,27,10,2012,October
37,Warlock,1,201241,189.0,Support,4,6,7,10,2012,October
25,Lina,1,201241,166.0,Support,0,7,8,10,2012,October
7,Earthshaker,1,201241,238.0,Support,5,6,10,10,2012,October
18,Sven,1,201241,664.0,Carry,13,2,8,10,2012,October
61,Broodmother,1,201241,284.0,Carry,0,4,0,10,2012,October
47,Viper,1,201241,461.0,Carry,4,3,0,10,2012,October
